User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
3,2226047,0.00,11.13,100.00,60.81
2,2394312,0.00,11.97,77.25,52.61
3,2569102,0.01,12.74,77.25,52.61
2,2504073,0.00,12.52,77.25,52.61
2,2284348,0.11,10.19,0.00,0.00
3,2145919,0.02,10.54,0.00,100.00
2,2406286,0.04,11.50,0.00,100.00
2,2542731,0.00,12.68,0.00,100.00
3,2185304,0.03,10.57,21.68,54.70
2,2283153,0.09,10.33,21.68,54.70
2,2456764,0.00,12.28,21.68,54.70
3,2249381,0.00,11.25,0.00,100.00
3,2206483,0.04,10.63,0.00,100.00
3,2594569,0.00,12.97,0.00,91.01
2,2482288,0.01,12.28,0.00,91.01
3,2567368,0.03,12.46,0.00,100.00
3,2126588,0.00,10.63,0.00,100.00
2,2366688,0.00,11.83,0.00,100.00
3,2221482,0.01,11.05,0.00,100.00
3,2401996,0.00,12.01,100.00,73.07
3,2465015,0.00,12.33,100.00,0.00
3,2125239,0.02,10.39,100.00,0.00
2,2384170,0.01,11.83,100.00,0.00
2,2562370,0.00,12.81,100.00,0.00
2,2305559,0.02,11.35,66.14,100.00
2,2145992,0.00,10.68,1.04,100.00
3,2203797,0.00,11.02,100.00,0.00
2,2356782,0.00,11.78,100.00,0.00
3,2331906,0.01,11.49,100.00,0.00
2,2580031,0.00,12.90,100.00,0.00
3,2477965,0.10,11.10,100.00,0.00
2,2117905,0.00,10.59,100.00,0.00
3,2158127,0.05,10.30,56.03,0.00
2,2493288,0.00,12.47,0.00,100.00
3,2131966,0.00,10.66,0.00,100.00
3,2506752,0.11,11.16,0.00,100.00
2,2411315,0.00,12.06,100.00,0.00
2,2422429,0.00,12.11,100.00,0.00
3,2266795,0.00,11.33,0.00,76.61
3,2253035,0.02,11.06,0.00,100.00
3,2217261,0.01,11.01,0.00,100.00
3,2200809,0.02,10.81,100.00,100.00
2,2512539,0.00,12.56,100.00,100.00
3,2374452,0.00,11.87,100.00,100.00
2,2267329,0.01,11.18,100.00,100.00
3,2438234,0.05,11.55,100.00,100.00
2,2352453,0.00,11.76,0.00,100.00
